"DateTime","Sea Surface Height (ECCO v4r4)"
"1992-01-16 18:00:00",0.13994227349758148
"1992-02-15 12:00:00",0.21048545837402344
"1992-03-16 12:00:00",0.2229398488998413
"1992-04-16 00:00:00",0.2170240581035614
"1992-05-16 12:00:00",0.1936999410390854
"1992-06-16 00:00:00",0.15838183462619781
"1992-07-16 12:00:00",0.1947213113307953
"1992-08-16 12:00:00",0.18034784495830536
"1992-09-16 00:00:00",0.17643223702907562
"1992-10-16 12:00:00",0.20911277830600739
"1992-11-16 00:00:00",0.22053346037864685
"1992-12-16 12:00:00",0.21843096613883972
"1993-01-16 12:00:00",0.21665328741073608
"1993-02-15 00:00:00",0.23361581563949585
"1993-03-16 12:00:00",0.2196730226278305
"1993-04-16 00:00:00",0.20897933840751648
"1993-05-16 12:00:00",0.19446353614330292
"1993-06-16 00:00:00",0.1868666261434555
"1993-07-16 12:00:00",0.14505285024642944
"1993-08-16 12:00:00",0.18458262085914612
"1993-09-16 00:00:00",0.18052057921886444
"1993-10-16 12:00:00",0.2122216522693634
"1993-11-16 00:00:00",0.19077296555042267
"1993-12-16 12:00:00",0.22054661810398102
"1994-01-16 12:00:00",0.217677041888237
"1994-02-15 00:00:00",0.20293360948562622
"1994-03-16 12:00:00",0.1947992742061615
"1994-04-16 00:00:00",0.16803395748138428
"1994-05-16 12:00:00",0.13399386405944824
"1994-06-16 00:00:00",0.12453670054674149
"1994-07-16 12:00:00",0.125636026263237
"1994-08-16 12:00:00",0.16433462500572205
"1994-09-16 00:00:00",0.20103636384010315
"1994-10-16 12:00:00",0.19189603626728058
"1994-11-16 00:00:00",0.1902574598789215
"1994-12-16 12:00:00",0.20162364840507507
"1995-01-16 12:00:00",0.2468235194683075
"1995-02-15 00:00:00",0.24343419075012207
"1995-03-16 12:00:00",0.24314582347869873
"1995-04-16 00:00:00",0.20012229681015015
"1995-05-16 12:00:00",0.16905049979686737
"1995-06-16 00:00:00",0.1382835954427719
"1995-07-16 12:00:00",0.15705911815166473
"1995-08-16 12:00:00",0.14375033974647522
"1995-09-16 00:00:00",0.18453824520111084
"1995-10-16 12:00:00",0.16599451005458832
"1995-11-16 00:00:00",0.1785813570022583
"1995-12-16 12:00:00",0.2190273255109787
"1996-01-16 12:00:00",0.2077151983976364
"1996-02-15 12:00:00",0.2237221747636795
"1996-03-16 12:00:00",0.18903839588165283
"1996-04-16 00:00:00",0.1947985142469406
"1996-05-16 12:00:00",0.1707199662923813
"1996-06-16 00:00:00",0.12471377104520798
"1996-07-16 12:00:00",0.13824670016765594
"1996-08-16 12:00:00",0.1404019594192505
"1996-09-16 00:00:00",0.16074758768081665
"1996-10-16 12:00:00",0.1791219711303711
"1996-11-16 00:00:00",0.174330472946167
