"DateTime","Sea Level Anomaly (MEaSUREs) Version 2205"
"1993-01-01 00:00:00",-0.01232930552214384
"1993-02-01 00:00:00",0.009581108577549458
"1993-03-01 00:00:00",0.0715339407324791
"1993-04-01 00:00:00",0.10692775994539261
"1993-05-01 00:00:00",0.08064191043376923
"1993-06-01 00:00:00",0.02148735523223877
"1993-07-01 00:00:00",-0.042075738310813904
"1993-08-01 00:00:00",0.012373116798698902
"1993-09-01 00:00:00",0.04169522598385811
"1993-10-01 00:00:00",0.011539392173290253
"1993-11-01 00:00:00",-0.015135430730879307
"1993-12-01 00:00:00",0.02642546035349369
"1994-01-01 00:00:00",0.038539331406354904
"1994-02-01 00:00:00",0.014937564730644226
"1994-03-01 00:00:00",0.022905828431248665
"1994-04-01 00:00:00",0.01633370853960514
"1994-05-01 00:00:00",-0.010952589102089405
"1994-06-01 00:00:00",-0.09919358044862747
"1994-07-01 00:00:00",-0.08659520000219345
"1994-08-01 00:00:00",-0.043052587658166885
"1994-09-01 00:00:00",0.03849976137280464
"1994-10-01 00:00:00",0.027830323204398155
"1994-11-01 00:00:00",0.010449825786054134
"1994-12-01 00:00:00",-0.012268214486539364
"1995-01-01 00:00:00",-0.0008317161700688303
"1995-02-01 00:00:00",0.03758131340146065
"1995-03-01 00:00:00",0.04217152297496796
"1995-04-01 00:00:00",0.055750586092472076
"1995-05-01 00:00:00",0.03299194946885109
"1995-06-01 00:00:00",-0.07383566349744797
"1995-07-01 00:00:00",-0.07331737130880356
"1995-08-01 00:00:00",-0.062099091708660126
"1995-09-01 00:00:00",0.019120683893561363
"1995-10-01 00:00:00",0.048662491142749786
"1995-11-01 00:00:00",0.04953601583838463
"1995-12-01 00:00:00",-0.01608857698738575
"1996-01-01 00:00:00",-0.016174640506505966
"1996-02-01 00:00:00",0.0025558324996382
"1996-03-01 00:00:00",0.039570361375808716
"1996-04-01 00:00:00",0.083957739174366
"1996-05-01 00:00:00",0.03202797845005989
"1996-06-01 00:00:00",-0.05920154228806496
"1996-07-01 00:00:00",-0.08815430104732513
"1996-08-01 00:00:00",-0.067196786403656
"1996-09-01 00:00:00",-0.031624823808670044
"1996-10-01 00:00:00",0.007858654484152794
"1996-11-01 00:00:00",0.003051819745451212
"1996-12-01 00:00:00",-0.007609063759446144
"1997-01-01 00:00:00",-0.001174966455437243
"1997-02-01 00:00:00",0.005511266179382801
"1997-03-01 00:00:00",0.012550903484225273
"1997-04-01 00:00:00",-0.013768752105534077
"1997-05-01 00:00:00",0.13736940920352936
"1997-06-01 00:00:00",-0.029674658551812172
"1997-07-01 00:00:00",-0.03252822160720825
"1997-08-01 00:00:00",0.020597418770194054
"1997-09-01 00:00:00",0.12271586805582047
"1997-10-01 00:00:00",0.051442671567201614
"1997-11-01 00:00:00",0.009979983791708946
"1997-12-01 00:00:00",0.025265809148550034
"1998-01-01 00:00:00",0.07162120193243027
"1998-02-01 00:00:00",0.08084224164485931
"1998-03-01 00:00:00",0.07709436118602753
"1998-04-01 00:00:00",0.041106682270765305
"1998-05-01 00:00:00",0.058607663959264755
"1998-06-01 00:00:00",0.06460116803646088
"1998-07-01 00:00:00",-0.0011773622827604413
"1998-08-01 00:00:00",0.03502191975712776
"1998-09-01 00:00:00",0.006796938832849264
"1998-10-01 00:00:00",0.032398197799921036
"1998-11-01 00:00:00",0.014415035955607891
"1998-12-01 00:00:00",0.05787938833236694
"1999-01-01 00:00:00",-0.0035619328264147043
"1999-02-01 00:00:00",-0.033905379474163055
"1999-03-01 00:00:00",0.030636878684163094
"1999-04-01 00:00:00",0.035268187522888184
"1999-05-01 00:00:00",-0.058159634470939636
"1999-06-01 00:00:00",-0.13161054253578186
"1999-07-01 00:00:00",-0.0914934054017067
"1999-08-01 00:00:00",0.04151448979973793
"1999-09-01 00:00:00",0.038822054862976074
"1999-10-01 00:00:00",-0.004035002551972866
"1999-11-01 00:00:00",-0.0038402802310884
"1999-12-01 00:00:00",0.03049241378903389
"2000-01-01 00:00:00",0.03391072154045105
"2000-02-01 00:00:00",0.03681008517742157
"2000-03-01 00:00:00",0.022895434871315956
"2000-04-01 00:00:00",-0.030670087784528732
"2000-05-01 00:00:00",-0.03565556928515434
"2000-06-01 00:00:00",-0.0026974824722856283
"2000-07-01 00:00:00",-0.024581585079431534
"2000-08-01 00:00:00",0.011189579963684082
"2000-09-01 00:00:00",0.038029443472623825
"2000-10-01 00:00:00",-0.003586306469514966
"2000-11-01 00:00:00",-0.0394342765212059
"2000-12-01 00:00:00",-0.024518467485904694
"2001-01-01 00:00:00",-0.010532991960644722
"2001-02-01 00:00:00",-0.06143537536263466
"2001-03-01 00:00:00",-0.07483942061662674
"2001-04-01 00:00:00",-0.07049224525690079
"2001-05-01 00:00:00",-0.06935771554708481
"2001-06-01 00:00:00",-0.09585664421319962
"2001-07-01 00:00:00",-0.06273943930864334
"2001-08-01 00:00:00",-0.06754875183105469
"2001-09-01 00:00:00",-0.017886733636260033
"2001-10-01 00:00:00",-0.019147027283906937
"2001-11-01 00:00:00",-0.002020937157794833
"2001-12-01 00:00:00",-0.04021678864955902
"2002-01-01 00:00:00",-0.07864851504564285
"2002-02-01 00:00:00",-0.018432945013046265
"2002-03-01 00:00:00",0.0235699862241745
"2002-04-01 00:00:00",0.0010047947289422154
"2002-05-01 00:00:00",0.004696564748883247
"2002-06-01 00:00:00",-0.09493780136108398
"2002-07-01 00:00:00",-0.06562698632478714
"2002-08-01 00:00:00",-0.06466380506753922
