"DateTime","Sea Surface Height (ECCO v4r4)"
"1992-09-16 00:00:00",0.2919570803642273
"1992-10-16 12:00:00",0.3138907253742218
"1992-11-16 00:00:00",0.2961351275444031
"1992-12-16 12:00:00",0.274572491645813
"1993-01-16 12:00:00",0.2633284330368042
"1993-02-15 00:00:00",0.269767701625824
"1993-03-16 12:00:00",0.24735809862613678
"1993-04-16 00:00:00",0.21892550587654114
"1993-05-16 12:00:00",0.1937282681465149
"1993-06-16 00:00:00",0.20485633611679077
"1993-07-16 12:00:00",0.24982865154743195
"1993-08-16 12:00:00",0.2668408751487732
"1993-09-16 00:00:00",0.27463456988334656
"1993-10-16 12:00:00",0.2827606797218323
"1993-11-16 00:00:00",0.28015124797821045
"1993-12-16 12:00:00",0.2814951539039612
"1994-01-16 12:00:00",0.2593259811401367
"1994-02-15 00:00:00",0.2356751710176468
"1994-03-16 12:00:00",0.21599069237709045
"1994-04-16 00:00:00",0.18258319795131683
"1994-05-16 12:00:00",0.15486599504947662
"1994-06-16 00:00:00",0.17577506601810455
"1994-07-16 12:00:00",0.22383622825145721
"1994-08-16 12:00:00",0.26829344034194946
"1994-09-16 00:00:00",0.27173417806625366
"1994-10-16 12:00:00",0.2601286470890045
"1994-11-16 00:00:00",0.2515684962272644
"1994-12-16 12:00:00",0.25089290738105774
"1995-01-16 12:00:00",0.26031941175460815
"1995-02-15 00:00:00",0.26296907663345337
"1995-03-16 12:00:00",0.24163398146629333
"1995-04-16 00:00:00",0.19538569450378418
"1995-05-16 12:00:00",0.16384948790073395
"1995-06-16 00:00:00",0.16474449634552002
"1995-07-16 12:00:00",0.19420593976974487
"1995-08-16 12:00:00",0.2439858764410019
"1995-09-16 00:00:00",0.27274277806282043
"1995-10-16 12:00:00",0.26502999663352966
"1995-11-16 00:00:00",0.2549509108066559
"1995-12-16 12:00:00",0.23946750164031982
"1996-01-16 12:00:00",0.21400414407253265
"1996-02-15 12:00:00",0.20792482793331146
"1996-03-16 12:00:00",0.19391003251075745
"1996-04-16 00:00:00",0.1805500090122223
"1996-05-16 12:00:00",0.17679518461227417
"1996-06-16 00:00:00",0.1741374284029007
"1996-07-16 12:00:00",0.2049841284751892
"1996-08-16 12:00:00",0.23670808970928192
"1996-09-16 00:00:00",0.2655511498451233
"1996-10-16 12:00:00",0.2552831470966339
"1996-11-16 00:00:00",0.2273423671722412
"1996-12-16 12:00:00",0.21527956426143646
"1997-01-16 12:00:00",0.20557455718517303
"1997-02-15 00:00:00",0.19920912384986877
"1997-03-16 12:00:00",0.19589927792549133
"1997-04-16 00:00:00",0.20507830381393433
"1997-05-16 12:00:00",0.2113635241985321
"1997-06-16 00:00:00",0.23682929575443268
"1997-07-16 12:00:00",0.28314775228500366
"1997-08-16 12:00:00",0.31965911388397217
"1997-09-16 00:00:00",0.3599317669868469
"1997-10-16 12:00:00",0.38608652353286743
"1997-11-16 00:00:00",0.39211177825927734
"1997-12-16 12:00:00",0.3924199044704437
"1998-01-16 12:00:00",0.36928635835647583
"1998-02-15 00:00:00",0.32696008682250977
"1998-03-16 12:00:00",0.25318658351898193
"1998-04-16 00:00:00",0.20792487263679504
"1998-05-16 12:00:00",0.191506028175354
"1998-06-16 00:00:00",0.2106218785047531
"1998-07-16 12:00:00",0.24434761703014374
"1998-08-16 12:00:00",0.2836320102214813
"1998-09-16 00:00:00",0.27734804153442383
"1998-10-16 12:00:00",0.2425747811794281
"1998-11-16 00:00:00",0.23415113985538483
"1998-12-16 12:00:00",0.19976003468036652
"1999-01-16 12:00:00",0.2029629498720169
"1999-02-15 00:00:00",0.18589112162590027
"1999-03-16 12:00:00",0.1691173017024994
"1999-04-16 00:00:00",0.1577303111553192
"1999-05-16 12:00:00",0.15769657492637634
"1999-06-16 00:00:00",0.16908203065395355
"1999-07-16 12:00:00",0.20452989637851715
"1999-08-16 12:00:00",0.21595962345600128
"1999-09-16 00:00:00",0.23113325238227844
"1999-10-16 12:00:00",0.22459925711154938
"1999-11-16 00:00:00",0.21201051771640778
"1999-12-16 12:00:00",0.20543023943901062
"2000-01-16 12:00:00",0.2032444179058075
"2000-02-15 12:00:00",0.20430901646614075
"2000-03-16 12:00:00",0.20130585134029388
"2000-04-16 00:00:00",0.18283702433109283
"2000-05-16 12:00:00",0.17914451658725739
"2000-06-16 00:00:00",0.20055918395519257
"2000-07-16 12:00:00",0.23175011575222015
"2000-08-16 12:00:00",0.25604817271232605
"2000-09-16 00:00:00",0.27160701155662537
"2000-10-16 12:00:00",0.26244139671325684
"2000-11-16 00:00:00",0.23742538690567017
"2000-12-16 12:00:00",0.2347847819328308
"2001-01-16 12:00:00",0.22055460512638092
"2001-02-15 00:00:00",0.2096807062625885
"2001-03-16 12:00:00",0.2041538804769516
"2001-04-16 00:00:00",0.18891538679599762
"2001-05-16 12:00:00",0.189806267619133
"2001-06-16 00:00:00",0.20534417033195496
"2001-07-16 12:00:00",0.22154434025287628
"2001-08-16 12:00:00",0.23832343518733978
"2001-09-16 00:00:00",0.25005245208740234
"2001-10-16 12:00:00",0.2560123801231384
"2001-11-16 00:00:00",0.2328396886587143
"2001-12-16 12:00:00",0.21677537262439728
"2002-01-16 12:00:00",0.20635980367660522
"2002-02-15 00:00:00",0.2100447714328766
"2002-03-16 12:00:00",0.1982683539390564
"2002-04-16 00:00:00",0.2070407122373581
"2002-05-16 12:00:00",0.17567457258701324
"2002-06-16 00:00:00",0.17141497135162354
"2002-07-16 12:00:00",0.21233423054218292
"2002-08-16 12:00:00",0.2637559473514557
"2002-09-16 00:00:00",0.27128782868385315
"2002-10-16 12:00:00",0.2589704394340515
"2002-11-16 00:00:00",0.257015198469162
"2002-12-16 12:00:00",0.27178433537483215
"2003-01-16 12:00:00",0.2677261531352997
"2003-02-15 00:00:00",0.2594239115715027
"2003-03-16 12:00:00",0.2004382312297821
"2003-04-16 00:00:00",0.16596759855747223
"2003-05-16 12:00:00",0.15617410838603973
"2003-06-16 00:00:00",0.16619710624217987
"2003-07-16 12:00:00",0.22584307193756104
"2003-08-16 12:00:00",0.2605159878730774
"2003-09-16 00:00:00",0.29435065388679504
"2003-10-16 12:00:00",0.30044469237327576
"2003-11-16 00:00:00",0.2850722670555115
"2003-12-16 12:00:00",0.25697052478790283
"2004-01-16 12:00:00",0.24154186248779297
"2004-02-15 12:00:00",0.22881679236888885
"2004-03-16 12:00:00",0.21387788653373718
"2004-04-16 00:00:00",0.2075323760509491
"2004-05-16 12:00:00",0.19808880984783173
"2004-06-16 00:00:00",0.2024158090353012
"2004-07-16 12:00:00",0.2322695106267929
"2004-08-16 12:00:00",0.2546464204788208
"2004-09-16 00:00:00",0.28885617852211
"2004-10-16 12:00:00",0.2920674979686737
"2004-11-16 00:00:00",0.2620130181312561
"2004-12-16 12:00:00",0.2548294961452484
"2005-01-16 12:00:00",0.264970064163208
"2005-02-15 00:00:00",0.2735345661640167
"2005-03-16 12:00:00",0.2412223368883133
"2005-04-16 00:00:00",0.20140045881271362
"2005-05-16 12:00:00",0.2045166790485382
"2005-06-16 00:00:00",0.20662711560726166
"2005-07-16 12:00:00",0.2317926287651062
"2005-08-16 12:00:00",0.2682114243507385
"2005-09-16 00:00:00",0.2581387460231781
"2005-10-16 12:00:00",0.23115240037441254
"2005-11-16 00:00:00",0.2311701625585556
"2005-12-16 12:00:00",0.23365479707717896
"2006-01-16 12:00:00",0.2175959348678589
"2006-02-15 00:00:00",0.19755002856254578
"2006-03-16 12:00:00",0.1824154257774353
"2006-04-16 00:00:00",0.18561770021915436
"2006-05-16 12:00:00",0.21144583821296692
"2006-06-16 00:00:00",0.23367048799991608
"2006-07-16 12:00:00",0.2745167911052704
"2006-08-16 12:00:00",0.29067838191986084
"2006-09-16 00:00:00",0.2934729754924774
"2006-10-16 12:00:00",0.2972796559333801
"2006-11-16 00:00:00",0.2937887907028198
"2006-12-16 12:00:00",0.2624400854110718
"2007-01-16 12:00:00",0.2420613169670105
"2007-02-15 00:00:00",0.23625807464122772
"2007-03-16 12:00:00",0.20508413016796112
"2007-04-16 00:00:00",0.17711959779262543
"2007-05-16 12:00:00",0.17746946215629578
"2007-06-16 00:00:00",0.17598481476306915
"2007-07-16 12:00:00",0.22919249534606934
"2007-08-16 12:00:00",0.26386404037475586
"2007-09-16 00:00:00",0.27461910247802734
"2007-10-16 12:00:00",0.246518075466156
"2007-11-16 00:00:00",0.23560018837451935
"2007-12-16 12:00:00",0.21001501381397247
"2008-01-16 12:00:00",0.21022944152355194
"2008-02-15 12:00:00",0.19272546470165253
"2008-03-16 12:00:00",0.18367886543273926
"2008-04-16 00:00:00",0.15965192019939423
"2008-05-16 12:00:00",0.18837781250476837
"2008-06-16 00:00:00",0.22149044275283813
"2008-07-16 12:00:00",0.26656633615493774
"2008-08-16 12:00:00",0.2890453040599823
"2008-09-16 00:00:00",0.2990863025188446
"2008-10-16 12:00:00",0.2748606204986572
"2008-11-16 00:00:00",0.25368019938468933
"2008-12-16 12:00:00",0.2416241616010666
"2009-01-16 12:00:00",0.230601504445076
"2009-02-15 00:00:00",0.21149273216724396
"2009-03-16 12:00:00",0.20182950794696808
"2009-04-16 00:00:00",0.20583397150039673
"2009-05-16 12:00:00",0.203693225979805
"2009-06-16 00:00:00",0.2259814441204071
"2009-07-16 12:00:00",0.2592557668685913
"2009-08-16 12:00:00",0.28061601519584656
"2009-09-16 00:00:00",0.2995835244655609
"2009-10-16 12:00:00",0.2792564630508423
"2009-11-16 00:00:00",0.2707214057445526
"2009-12-16 12:00:00",0.25959068536758423
